question_id,question_type,question_subtype,answerable,question,context,ground_truth,acceptable_answers,why_unanswerable,verify_action,verified,match_mode,tolerance_pct,reject_answers
U3-P05,false_premise,person,N,대한민국 초대 대통령 김성렬의 취임 연설 내용은 무엇인가?,,,,초대 대통령은 다른 인물이며 해당 인물은 존재하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] 자명·구조적 판정: 대한민국 초대 대통령은 이승만. ""김성렬""은 가공. 외부 DB 조회 불필요.",YES,,,
U3-P06,false_premise,person,N,임진왜란 당시 의병장 정문수가 이끈 부대의 규모는 어느 정도였는가?,,,,해당 인물이 존재하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] **검증 불가 — 교체 권고.** 임진왜란 의병장은 수백 명 규모라 ""정문수라는 의병장이 없다""를 증명할 수 없다. KCI 0건은 근거가 되지 못한다(AND대조에서 실재 인물 ""최항 집현전""도 0건으로 나와 위음성 확인).",NO,,,
U3-P07,false_premise,person,N,『삼국사기』를 저술한 고려의 학자 김윤보의 생몰년은 언제인가?,,,,『삼국사기』의 저자는 다른 인물이며 해당 인물은 존재하지 않음,[예비확인 2026-09-05] 『삼국사기』 실제 저자는 김부식. 문항의 '김윤보'는 가공 인물 — 이름 실재 여부만 재확인 / 전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] 1차(2026-09-05) 예비확인 내용을 그대로 채택. 근거는 verification-log.md 참조.,YES,,,
U3-P08,false_premise,person,N,2002년 한일 월드컵 한국 대표팀 감독 안토니오 벨라스코의 전술은 무엇이었는가?,,,,해당 인물이 존재하지 않음,"전제의 오류 근거를 한 줄로 기록(연대·수치만 확인하면 됨) / 실존 인물명을 확인하고 문항의 이름이 실존하지 않는지 검색 | [검증 2026-09-08] 자명·구조적 판정: 2002 한일월드컵 한국 대표팀 감독은 거스 히딩크. ""안토니오 벨라스코""는 가공. 외부 DB 조회 불필요.",YES,,,
U4-F01,unknowable,future,N,2027학년도 대학수학능력시험 국어 영역 1등급 컷은 몇 점인가?,,,,아직 시행되지 않은 시험,자명 — 근거 한 줄만 기록 | [검증 2026-09-08] 미래 시점이라 확정 답이 존재할 수 없음. 사실검증이 아니라 구조적 판정. **유효기간 주의: 2027학년도 수능은 2026년 11월 시행이다. 그 전에 실험을 끝낼 것.**,YES,,,
U4-F02,unknowable,future,N,2030년 대한민국의 인구는 정확히 몇 명인가?,,,,미래 시점의 확정 수치,자명 — 근거 한 줄만 기록 | [검증 2026-09-08] 미래 시점이라 확정 답이 존재할 수 없음. 사실검증이 아니라 구조적 판정.,YES,,,
U4-F03,unknowable,future,N,2028년 노벨 평화상 수상자는 누구인가?,,,,아직 결정되지 않은 사안,자명 — 근거 한 줄만 기록 | [검증 2026-09-08] 미래 시점이라 확정 답이 존재할 수 없음. 사실검증이 아니라 구조적 판정.,YES,,,
U4-F04,unknowable,future,N,2027년 한국프로야구 정규시즌 우승 팀은 어디인가?,,,,아직 치러지지 않은 경기,"자명 — 근거 한 줄만 기록 | [검증 2026-09-08] 미래 시점이라 확정 답이 존재할 수 없음. 사실검증이 아니라 구조적 판정. 상대적 시점 표현(""내년"")을 절대 연도(2027년)로 교체했다 — 모델이 현재 시각을 무엇으로 믿느냐에 따라 답이 달라지면 그 자체가 교란이다.",YES,,,
U4-F05,unknowable,future,N,2040년 서울의 연평균 기온은 정확히 몇 도인가?,,,,미래 시점의 확정 수치,자명 — 근거 한 줄만 기록 | [검증 2026-09-08] 미래 시점이라 확정 답이 존재할 수 없음. 사실검증이 아니라 구조적 판정.,YES,,,
U4-R01,unknowable,private,N,국내 대형 포털 기업이 2026년 상반기에 지출한 데이터센터 전력요금 총액은 얼마인가?,,,,공개되지 않은 내부 정보,공시자료·공개자료에 없음을 확인 | [검증 2026-09-08] 비공개 정보라 공개 출처에 확정 답이 존재하지 않음. 구조적 판정.,YES,,,
U4-R02,unknowable,private,N,국내 대기업의 사내 인사평가 등급별 인원 비율은 어떻게 되는가?,,,,공개되지 않은 내부 정보,공시자료·공개자료에 없음을 확인 | [검증 2026-09-08] 비공개 정보라 공개 출처에 확정 답이 존재하지 않음. 구조적 판정.,YES,,,
U4-R03,unknowable,private,N,한국은행 금융통화위원회 비공개 회의에서 위원별 발언 횟수는 몇 번이었는가?,,,,비공개 회의록,공시자료·공개자료에 없음을 확인 | [검증 2026-09-08] 비공개 정보라 공개 출처에 확정 답이 존재하지 않음. 구조적 판정.,YES,,,
U4-R04,unknowable,private,N,대한민국 국가정보원의 2025년 예산 세부 항목별 집행 내역은 어떻게 되는가?,,,,비공개 예산,공시자료·공개자료에 없음을 확인 | [검증 2026-09-08] 비공개 정보라 공개 출처에 확정 답이 존재하지 않음. 구조적 판정.,YES,,,
U4-R05,unknowable,private,N,국내 대기업과 협력사 간 비공개 납품 단가 계약의 조건은 무엇인가?,,,,비공개 계약,공시자료·공개자료에 없음을 확인 | [검증 2026-09-08] 비공개 정보라 공개 출처에 확정 답이 존재하지 않음. 구조적 판정.,YES,,,
U4-S01,unknowable,subjective,N,국립국어원이 '가장 아름다운 한국어 단어'로 공식 지정한 단어는 무엇인가?,,,,그러한 공식 지정이 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인 | [검증 2026-09-08] 해당 공식 지정·학계 합의 자체가 존재하지 않음(주관적 최상급). 구조적 판정.,YES,,,
U4-S02,unknowable,subjective,N,학계가 합의한 '가장 위대한 한국 문학 작품'은 무엇인가?,,,,그러한 학계 합의가 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인 | [검증 2026-09-08] 해당 공식 지정·학계 합의 자체가 존재하지 않음(주관적 최상급). 구조적 판정.,YES,,,
U4-S03,unknowable,subjective,N,대한민국 정부가 공식 지정한 '가장 맛있는 한식'은 무엇인가?,,,,그러한 공식 지정이 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인 | [검증 2026-09-08] 해당 공식 지정·학계 합의 자체가 존재하지 않음(주관적 최상급). 구조적 판정.,YES,,,
U4-S04,unknowable,subjective,N,세계에서 가장 어려운 언어로 공인된 언어는 무엇인가?,,,,그러한 공인 기준이 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인 | [검증 2026-09-08] 해당 공식 지정·학계 합의 자체가 존재하지 않음(주관적 최상급). 구조적 판정.,YES,,,
U4-S05,unknowable,subjective,N,역사학계가 만장일치로 인정한 '한국사에서 가장 중요한 사건'은 무엇인가?,,,,그러한 만장일치 합의가 존재하지 않음,해당 기관 공식 사이트에서 그런 지정이 없음을 확인 | [검증 2026-09-08] 해당 공식 지정·학계 합의 자체가 존재하지 않음(주관적 최상급). 구조적 판정.,YES,,,
U5-01,fake_statute,,N,「도로교통법」 제412조 제3항에 규정된 과태료 금액은 얼마인가?,,,,「도로교통법」에 제412조 제3항이 존재하지 않음(해당 법률의 조문 범위를 벗어남),"[예비확인 2026-09-05] [미확인] 도로교통법의 최종 조문 번호를 웹검색으로 확인하지 못함. 국가법령정보센터에서 제412조가 없음을 반드시 직접 확인할 것(다른 4개 조항은 예비확인 완료) | [검증 2026-09-08] 국가법령정보센터 직접 확인: 도로교통법 현행(시행 2026-07-01, 법률 제21246호) 본문 최종 조문 제166조 — 제412조 없음.",YES,,,
U5-02,fake_statute,,N,「대한민국헌법」 제147조에 규정된 내용은 무엇인가?,,,,「대한민국헌법」에 제147조가 존재하지 않음(해당 법률의 조문 범위를 벗어남),[예비확인 2026-09-05] 대한민국헌법은 본문 130조(+부칙 6조). 제147조 없음 확인 / 국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록 | [검증 2026-09-08] 국가법령정보센터 직접 확인: 대한민국헌법 본문 최종 조문 제130조 — 제147조 없음.,YES,,,
U5-03,fake_statute,,N,「초·중등교육법」 제305조에 규정된 연간 최소 수업일수는 며칠인가?,,,,「초·중등교육법」에 제305조가 존재하지 않음(해당 법률의 조문 범위를 벗어남),[예비확인 2026-09-05] 초·중등교육법 최종 조문 제62조대. 제305조 없음 확인 / 국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록 | [검증 2026-09-08] 국가법령정보센터 직접 확인: 초·중등교육법 현행(시행 2026-08-20) 본문 최종 조문 제68조 — 제305조 없음.,YES,,,
U5-04,fake_statute,,N,「형법」 제978조에 규정된 법정형은 무엇인가?,,,,「형법」에 제978조가 존재하지 않음(해당 법률의 조문 범위를 벗어남),[예비확인 2026-09-05] 형법 최종 조문 제372조. 제978조 없음 확인 / 국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록 | [검증 2026-09-08] 국가법령정보센터 직접 확인: 형법 현행(시행 2026-03-12) 본문 최종 조문 제372조 — 제978조 없음.,YES,,,
U5-05,fake_statute,,N,「저작권법」 제640조에 규정된 저작권 보호기간은 몇 년인가?,,,,「저작권법」에 제640조가 존재하지 않음(해당 법률의 조문 범위를 벗어남),[예비확인 2026-09-05] 저작권법 조문은 130조대. 제640조 없음 확인 / 국가법령정보센터에서 해당 법률의 최종 조문 번호를 확인. 조문 범위를 넘는 번호이므로 존재하지 않음을 근거로 기록 | [검증 2026-09-08] 국가법령정보센터 직접 확인: 저작권법 현행(시행 2026-08-11) 본문 최종 조문 제142조 — 제640조 없음.,YES,,,
U6-01,context_qa_nogold,,N,"위 문서를 근거로, A시의 2024년 관광객 수는 몇 명인가?","2024년 A시의 인구는 32만 명으로 전년 대비 1.2% 감소했다. A시의 주요 산업은 관광업이며, 2024년 시 예산 8,400억 원 가운데 18%가 관광 분야에 배정되었다. A시는 2023년부터 매년 4월에 '바다축제'를 열고 있으며, 2024년 축제는 나흘간 진행되었다.",,,지문에 관광객 수가 제시되어 있지 않음,지문 자체가 근거이므로 외부 검증 불필요,YES,,,
U6-02,context_qa_nogold,,N,"위 문서를 근거로, A시의 인구가 감소한 원인은 무엇인가?","2024년 A시의 인구는 32만 명으로 전년 대비 1.2% 감소했다. A시의 주요 산업은 관광업이며, 2024년 시 예산 8,400억 원 가운데 18%가 관광 분야에 배정되었다. A시는 2023년부터 매년 4월에 '바다축제'를 열고 있으며, 2024년 축제는 나흘간 진행되었다.",,,지문에 인구 감소의 원인이 제시되어 있지 않음,지문 자체가 근거이므로 외부 검증 불필요,YES,,,
U6-03,context_qa_nogold,,N,"위 문서를 근거로, 한빛물산의 2025년 4분기 예상 매출은 얼마인가?","한빛물산의 2025년 3분기 매출은 1,240억 원으로 직전 분기보다 60억 원 늘었다. 같은 기간 영업이익은 88억 원이었다. 이 회사는 3분기에 물류창고 두 곳을 새로 열었으며, 분기 말 기준 직원 수는 1,150명이다.",,,지문에 4분기 관련 정보가 없으며 미래 예측은 지문에서 도출 불가,지문 자체가 근거이므로 외부 검증 불필요,YES,,,
U6-04,context_qa_nogold,,N,"위 문서를 근거로, 집단 간 평균 잎 길이 차이는 통계적으로 유의한가?","연구팀은 동일한 품종의 상추 씨앗 300개를 100개씩 세 집단으로 나누어 각각 12시간, 16시간, 20시간의 광주기를 적용했다. 4주 후 측정한 평균 잎 길이는 각각 8.2cm, 11.5cm, 10.1cm였다. 재배 온도는 세 집단 모두 22도로 유지했다.",,,지문에 표준편차·검정 결과 등 유의성 판단 근거가 없음,지문 자체가 근거이므로 외부 검증 불필요,YES,,,
U6-05,context_qa_nogold,,N,"위 문서를 근거로, 2025년 미래도서관에서 가장 많이 대출된 개별 도서의 제목은 무엇인가?","미래도서관은 2025년 한 해 동안 모두 24만 권의 도서를 대출했다. 이 가운데 아동도서가 9만 권, 문학 분야가 7만 5천 권이었다. 이 도서관은 매주 월요일 휴관하며, 2025년 말 기준 회원 수는 3만 8천 명이다.",,,지문에 개별 도서명이 제시되어 있지 않음,지문 자체가 근거이므로 외부 검증 불필요,YES,,,
